08/03/22 , 352.43
08/02/22 , 347.34
08/01/22 , 348.86
07/29/22 , 352.1
07/28/22 , 350.76
07/27/22 , 341.63
07/26/22 , 339.65
07/25/22 , 342.56
07/22/22 , 342.23
07/21/22 , 345.26
07/20/22 , 339.64
07/19/22 , 338.75
07/18/22 , 329.42
07/15/22 , 330.98
07/14/22 , 323.47
07/13/22 , 321.82
07/12/22 , 321.31
07/11/22 , 322.64
07/08/22 , 321.51
07/07/22 , 322.52
07/07/22 , 0.49 Dividend				
07/06/22 , 318.15
07/05/22 , 317.24
